"test_id","agent","mean_perc_profit","std_dev","variance","initial_budget","mean_budget_with_profit_usd","avg_sale","avg_purchase","avg_time_sale","best_symbol","worst_symbol","timestamp_in","timestamp_fin","notes"
449,"agent8_symb_rnd","28.6628","31.8908","1017.0229","1000","1286.6281","300.8026","405.7237","53.8386","ARWR","WHLM","2025-02-22 16:58:23.414879","2025-02-22 16:58:45.553821","Agent8 (TSL, Random), Market:nasdaq, alpha:0.1, beta:0.1. Uses TSL with 100 randomly selected symbols."
1089,"agent5_top_avg_vol","28.6513","26.6002","707.5698","7000","9005.5894","4470","5203.4868","31.7606","OCGN","PEP","2025-02-23 06:25:01.458394","2025-02-23 06:27:54.781953","TP:0.05%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
963,"agent5_top_avg_vol","28.6116","26.5076","702.6519","5000","6430.5793","3192.2632","3716.2105","31.7439","SLM","PEP","2025-02-23 02:53:27.074203","2025-02-23 02:55:33.707898","TP:0.05%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
150,"agent3_top_avg_vol","28.6023","27.4243","752.0896","1000","1286.0233","978.1184","1083.2632","21.1013","GME","KO","2025-02-22 15:01:52.627272","2025-02-22 15:02:57.393569","TP:0.03%, Market:nyse, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.03% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
509,"agent6_top_avg_vol","28.5287","25.2855","639.3554","3140","2333.3948","1138.5789","1329.4737","32.353","OCGN","ARCC","2025-02-22 17:21:34.591014","2025-02-22 17:22:26.810422","TP:0.05%, Market:nasdaq, perc to select symbol of sector:10.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
570,"agent6_top_avg_vol","28.5145","27.206","740.167","12700","9498.9278","3976.0658","4758.6974","35.5339","APTO","CBSH","2025-02-22 19:20:53.054288","2025-02-22 19:23:49.465737","TP:0.06%, Market:nasdaq, perc to select symbol of sector:40.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
1318,"agent5_symb_rnd","28.5069","36.8912","1360.9611","2000","2570.1376","1456.8947","1666.4737","25.2415","ING","RI","2025-02-23 11:20:55.298173","2025-02-23 11:21:48.46193","TP:0.03%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000."
1380,"agent5_symb_rnd","28.2837","28.8925","834.777","3000","3848.5104","3128.5132","3441.8684","18.0813","ING","GIL","2025-02-23 12:00:06.230342","2025-02-23 12:01:39.720642","TP:0.02%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
1254,"agent5_symb_rnd","28.1792","27.5174","757.2096","1000","1281.7917","1038.4079","1143.25","18.7124","ING","GIL","2025-02-23 10:51:54.081941","2025-02-23 10:52:33.38444","TP:0.02%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000."
856,"agent5_top_avg_vol","28.0687","24.998","624.8982","3000","3842.0624","2833.4868","3147.0789","22.0094","GME","KO","2025-02-23 00:51:16.588657","2025-02-23 00:53:06.807497","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
202,"agent3_symb_rnd","28.0455","33.9126","1150.0632","1000","1280.4551","103.5789","208.8158","99.3977","BCDA","DLTR","2025-02-22 15:33:07.652485","2025-02-22 15:33:35.270886","TP:0.3%, Market:nasdaq, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.3% TP, using 100 randomly selected symbols."
381,"agent8_top_avg_vol","27.938","25.7037","660.678","1000","1279.3802","527.5395","632.3289","42.6511","QRTEA","GILD","2025-02-22 16:42:26.42791","2025-02-22 16:42:49.257816","Agent8 (TSL, Top AvgVol), Market:nasdaq, alpha:0.05, beta:0.1. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
793,"agent5_top_avg_vol","27.9279","25.1429","632.1679","2000","2558.5589","1890.7632","2099.8421","21.9452","GME","KO","2025-02-23 00:03:46.634651","2025-02-23 00:05:00.267465","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
982,"agent5_top_avg_vol","27.8459","25.2864","639.4017","5000","6392.2944","4714.8684","5236.6974","21.9723","GME","KO","2025-02-23 03:19:59.032623","2025-02-23 03:22:53.26832","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
813,"agent5_top_avg_vol","27.8437","26.975","727.6497","2000","2556.8746","2577.1053","2785.6711","16.5521","STAR-B","TELIA","2025-02-23 00:14:31.364183","2025-02-23 00:16:04.366304","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
382,"agent8_top_avg_vol","27.8307","24.8279","616.4229","1000","1278.3068","463.9605","568.4868","50.7112","MDXG","WBA","2025-02-22 16:42:49.258051","2025-02-22 16:43:09.117267","Agent8 (TSL, Top AvgVol), Market:nasdaq, alpha:0.05, beta:0.15. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
448,"agent8_symb_rnd","27.7545","26.9899","728.4527","1000","1277.5449","299.4868","404.0789","53.9398","SMTI","CTBI","2025-02-22 16:57:59.234066","2025-02-22 16:58:23.414684","Agent8 (TSL, Random), Market:nasdaq, alpha:0.1, beta:0.05. Uses TSL with 100 randomly selected symbols."
1128,"agent5_top_avg_vol","27.7253","26.4145","697.7261","7000","8940.7723","9001.8816","9730.8947","16.5209","STAR-B","TELIA","2025-02-23 07:39:07.743039","2025-02-23 07:44:47.386883","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
939,"agent5_top_avg_vol","27.725","26.6099","708.0891","4000","5108.9987","5140.5263","5557.3684","16.5484","STAR-B","TELIA","2025-02-23 02:15:04.886497","2025-02-23 02:18:17.157548","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
919,"agent5_top_avg_vol","27.7216","25.5023","650.3694","4000","5108.8646","3767.7237","4185.4474","22.0076","GME","KO","2025-02-23 01:55:09.884175","2025-02-23 01:57:23.37122","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1045,"agent5_top_avg_vol","27.7208","25.5079","650.6545","6000","7663.2486","5650.9342","6276.9868","22.0258","GME","KO","2025-02-23 05:00:56.376835","2025-02-23 05:04:33.121366","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:600 and #budget:6000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1065,"agent5_top_avg_vol","27.7203","26.547","704.7457","6000","7663.2175","7722.1316","8347.0921","16.5022","STAR-B","TELIA","2025-02-23 05:32:22.075607","2025-02-23 05:37:14.59976","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:600 and #budget:6000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
133,"agent3_top_avg_vol","27.716","30.0652","903.9192","1000","1277.1604","467.5921","572.8026","41.6123","SLM","MSFT","2025-02-22 14:53:54.84464","2025-02-22 14:54:28.920025","TP:0.07%, Market:nasdaq, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.07% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
876,"agent5_top_avg_vol","27.7023","26.5867","706.8524","3000","3831.0677","3860.9605","4173.6842","16.5209","STAR-B","SAMPO","2025-02-23 01:06:41.011489","2025-02-23 01:08:59.72574","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1108,"agent5_top_avg_vol","27.6986","25.4314","646.7541","7000","8938.9056","6590.4868","7320.8816","21.9996","GME","KO","2025-02-23 07:02:17.681683","2025-02-23 07:06:31.371672","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1171,"agent5_top_avg_vol","27.6219","25.2675","638.4488","8000","10209.7513","7531.4079","8365.6711","21.9778","GME","KO","2025-02-23 09:23:18.061491","2025-02-23 09:28:04.962391","TP:0.03%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1191,"agent5_top_avg_vol","27.6157","26.384","696.1169","8000","10209.2549","10281.1184","11114.0395","16.511","STAR-B","SAMPO","2025-02-23 10:04:32.581013","2025-02-23 10:10:44.926459","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
6,"agent2_top_avg_vol","27.5048","26.11","681.7311","1000","1275.0485","533.9211","638.9474","37.5295","OCGN","EXC","2025-02-22 14:12:05.083658","2025-02-22 14:12:27.067643","TP:0.06%, Market:nasdaq, Agent2 (Top AvgVol). Buys & sells with 0.06% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
258,"agent7_top_avg_vol","27.5048","26.11","681.7311","1000","1275.0485","533.9211","638.9474","37.5295","OCGN","EXC","2025-02-22 16:06:26.378558","2025-02-22 16:06:49.513666","TP:0.06%, Market:nasdaq, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
712,"agent5_top_avg_vol","27.5048","26.11","681.7311","1000","1275.0485","533.9211","638.9474","37.5295","OCGN","EXC","2025-02-22 23:30:26.954055","2025-02-22 23:30:49.597797","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
591,"agent6_top_avg_vol","27.4852","26.0767","679.9925","15900","11809.2695","4221.7105","5201.1316","40.4485","DRIO","CVBF","2025-02-22 20:32:32.778124","2025-02-22 20:35:46.227215","TP:0.07%, Market:nasdaq, perc to select symbol of sector:50.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
209,"agent3_symb_rnd","27.4449","44.2379","1956.9947","1000","1274.4486","24.1579","128.1974","158.0432","YHGJ","SGRY","2025-02-22 15:35:38.077027","2025-02-22 15:35:54.717031","TP:1.0%, Market:nasdaq, Agent3 (Random). Buys only if current price < 50-day avg; sells with 1.0% TP, using 100 randomly selected symbols."
383,"agent8_top_avg_vol","27.4166","24.6642","608.3229","1000","1274.1661","410.0395","514.2632","59.3003","TSLA","VTRS","2025-02-22 16:43:09.117532","2025-02-22 16:43:28.015767","Agent8 (TSL, Top AvgVol), Market:nasdaq, alpha:0.05, beta:0.2. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
838,"agent5_top_avg_vol","27.3873","25.6153","656.1457","3000","3821.6199","1603.1316","1917.25","37.2137","OCGN","AGNC","2025-02-23 00:36:05.987819","2025-02-23 00:37:11.693083","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1221,"agent5_symb_rnd","27.3704","31.5751","996.9865","1000","1273.7042","200.0395","305.2632","72.0835","APCX","CTAS","2025-02-23 10:42:06.582292","2025-02-23 10:42:21.958053","TP:0.15%, Market:nasdaq, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000."
1002,"agent5_top_avg_vol","27.331","26.2093","686.9264","5000","6366.5481","6424.3553","6944.8289","16.5632","STAR-B","TELIA","2025-02-23 03:44:50.497787","2025-02-23 03:48:40.11131","TP:0.02%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
667,"agent6_top_avg_vol","27.3037","26.7896","717.6838","8920","8567.6356","8300.4868","9003.7237","17.0597","CVNA","NUV","2025-02-22 22:06:19.109824","2025-02-22 22:11:52.544489","TP:0.02%, Market:nyse, perc to select symbol of sector:40.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
775,"agent5_top_avg_vol","27.2993","26.0154","676.8031","2000","2545.9869","1064.7763","1274.3553","37.4648","SLM","AGNC","2025-02-22 23:53:35.605826","2025-02-22 23:54:19.437235","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
380,"agent8_top_avg_vol","27.2473","26.365","695.1128","1000","1272.4731","606.7237","711.1184","33.1271","SLM","AGNC","2025-02-22 16:42:02.558109","2025-02-22 16:42:26.427678","Agent8 (TSL, Top AvgVol), Market:nasdaq, alpha:0.05, beta:0.05. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
550,"agent6_top_avg_vol","27.1581","27.0544","731.9387","9520","7017.2954","2930.5263","3513.8947","36.2421","AMRN","VLY","2025-02-22 18:27:25.889687","2025-02-22 18:29:42.598861","TP:0.06%, Market:nasdaq, perc to select symbol of sector:30.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
608,"agent6_top_avg_vol","27.1428","27.2006","739.8706","2200","2082.169","1520.0263","1692.3553","23.2619","GME","PG","2025-02-22 20:59:30.37831","2025-02-22 21:00:27.419208","TP:0.03%, Market:nyse, perc to select symbol of sector:10.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
74,"agent2_symb_rnd","27.1365","26.4847","701.4399","1000","1271.3651","199.9474","305.0658","71.911","SMTI","REG","2025-02-22 14:32:00.563976","2025-02-22 14:32:14.400167","TP:0.15%, Market:nasdaq, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.15% TP."
1027,"agent5_top_avg_vol","27.064","25.8137","666.3449","6000","7623.8429","3187.2895","3814.8421","37.3934","SLM","PEP","2025-02-23 04:31:20.078225","2025-02-23 04:33:27.565221","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:600 and #budget:6000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
530,"agent6_top_avg_vol","27.0256","25.8989","670.7523","6340","4680.8506","1933","2321.0132","36.8964","AMRN","AEP","2025-02-22 17:48:43.023301","2025-02-22 17:50:14.568488","TP:0.06%, Market:nasdaq, perc to select symbol of sector:20.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
510,"agent6_top_avg_vol","27.0184","24.6928","609.7334","3140","2299.5049","947.0921","1137.75","37.4996","OCGN","AGNC","2025-02-22 17:22:26.810673","2025-02-22 17:23:14.608807","TP:0.06%, Market:nasdaq, perc to select symbol of sector:10.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
1090,"agent5_top_avg_vol","27.0059","25.5761","654.1371","7000","8890.4128","3717.3947","4449.4737","37.4029","SLM","PEP","2025-02-23 06:27:54.782167","2025-02-23 06:30:23.170916","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
901,"agent5_top_avg_vol","26.9571","25.7417","662.637","4000","5078.2833","2118.5263","2537","37.5334","OCGN","AGNC","2025-02-23 01:36:24.783234","2025-02-23 01:37:47.336611","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1153,"agent5_top_avg_vol","26.945","25.694","660.1814","8000","10155.6025","4247.0658","5083.6711","37.4194","SLM","PEP","2025-02-23 08:43:18.472015","2025-02-23 08:46:09.14201","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
964,"agent5_top_avg_vol","26.9168","25.7805","664.6359","5000","6345.8418","2649.2237","3172.2763","37.502","SLM","PEP","2025-02-23 02:55:33.708177","2025-02-23 02:57:22.092481","TP:0.06%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1347,"agent5_symb_rnd","26.8834","26.7256","714.2568","3000","3806.5011","610.8026","925.3816","69.9014","SMTI","MNRO","2025-02-23 11:41:10.060449","2025-02-23 11:41:41.56319","TP:0.15%, Market:nasdaq, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
571,"agent6_top_avg_vol","26.6678","26.5324","703.9701","12700","9359.4734","3356.8026","4137.6579","40.8045","APTO","STBA","2025-02-22 19:23:49.465975","2025-02-22 19:26:31.201279","TP:0.07%, Market:nasdaq, perc to select symbol of sector:40.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
204,"agent3_symb_rnd","26.6451","35.2449","1242.2038","1000","1266.451","56.8026","161.4342","135.1877","AEMD","EU","2025-02-22 15:33:59.19645","2025-02-22 15:34:21.758425","TP:0.5%, Market:nasdaq, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.5% TP, using 100 randomly selected symbols."
455,"agent8_symb_rnd","26.6402","30.7687","946.7154","1000","1266.4016","196.7632","301.75","73.0949","DTST","ELTK","2025-02-22 17:00:16.657265","2025-02-22 17:00:31.354607","Agent8 (TSL, Random), Market:nasdaq, alpha:0.15, beta:0.15. Uses TSL with 100 randomly selected symbols."
86,"agent2_symb_rnd","26.6381","26.8949","723.3331","1000","1266.3809","1121.8684","1225.8684","18.5234","TRAK","MGF","2025-02-22 14:34:43.789216","2025-02-22 14:35:24.791759","TP:0.02%, Market:nyse, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.02% TP."
134,"agent3_top_avg_vol","26.6316","28.8388","831.6766","1000","1266.3155","407.6579","512.5921","47.1066","OCGN","CSCO","2025-02-22 14:54:28.92031","2025-02-22 14:54:59.351601","TP:0.08%, Market:nasdaq, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.08% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
451,"agent8_symb_rnd","26.4853","28.8878","834.5069","1000","1264.8529","258.9342","363.8158","66.446","SMTI","UK","2025-02-22 16:59:06.98634","2025-02-22 16:59:27.088907","Agent8 (TSL, Random), Market:nasdaq, alpha:0.1, beta:0.2. Uses TSL with 100 randomly selected symbols."
1348,"agent5_symb_rnd","26.4527","29.8415","890.5174","3000","3793.58","461.8553","775.9342","85.6768","SMTI","AEP","2025-02-23 11:41:41.56342","2025-02-23 11:42:07.24596","TP:0.2%, Market:nasdaq, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
687,"agent6_top_avg_vol","26.4506","26.2901","691.1701","11200","10682.8416","10170.0526","11051.3421","17.3901","NIO","NEA","2025-02-22 22:48:58.669243","2025-02-22 22:55:29.872123","TP:0.02%, Market:nyse, perc to select symbol of sector:50.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
259,"agent7_top_avg_vol","26.3911","24.9429","622.1484","1000","1263.9109","454.8947","559.75","43.3261","OCGN","PEP","2025-02-22 16:06:49.513897","2025-02-22 16:07:10.28035","TP:0.07%, Market:nasdaq, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
7,"agent2_top_avg_vol","26.3911","24.9429","622.1484","1000","1263.9109","454.8947","559.75","43.3261","OCGN","PEP","2025-02-22 14:12:27.067848","2025-02-22 14:12:46.386918","TP:0.07%, Market:nasdaq, Agent2 (Top AvgVol). Buys & sells with 0.07% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
713,"agent5_top_avg_vol","26.3911","24.9429","622.1484","1000","1263.9109","454.8947","559.75","43.3261","OCGN","PEP","2025-02-22 23:30:49.59804","2025-02-22 23:31:09.941687","TP:0.07%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
360,"agent7_symb_rnd","26.3633","35.5424","1263.2642","1000","1263.6332","729.3421","834.0921","26.0909","CBDG","CS","2025-02-22 16:36:50.511128","2025-02-22 16:37:28.405135","TP:0.03%, Market:european, Agent7 (Random, 2-year). Tests over 2 years using 100 randomly selected symbols."
235,"agent3_symb_rnd","26.3237","34.3442","1179.5251","1000","1263.2365","591.5132","696.4079","31.0853","SCB","OBS","2025-02-22 15:55:11.697241","2025-02-22 15:56:05.569879","TP:0.04%, Market:european, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.04% TP, using 100 randomly selected symbols."
592,"agent6_top_avg_vol","26.2139","25.804","665.8452","15900","11679.2772","3666.1316","4644.2105","45.5592","DRIO","CHI","2025-02-22 20:35:46.22748","2025-02-22 20:38:40.979833","TP:0.08%, Market:nasdaq, perc to select symbol of sector:50.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
379,"agent8_top_avg_vol","26.179","25.6761","659.2622","1000","1261.7903","607.5","711.6316","32.7995","OCGN","PEP","2025-02-22 16:41:03.965117","2025-02-22 16:42:02.557806","Agent8 (TSL, Top AvgVol), Market:nasdaq, alpha:0.05, beta:0.025. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
75,"agent2_symb_rnd","25.9891","29.7317","883.9718","1000","1259.8912","149.3289","254.25","86.9434","SAVA","AMAT","2025-02-22 14:32:14.400398","2025-02-22 14:32:26.694141","TP:0.2%, Market:nasdaq, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.2% TP."
776,"agent5_top_avg_vol","25.874","24.9468","622.3436","2000","2517.4808","908.0395","1117.2368","43.1476","SLM","PEP","2025-02-22 23:54:19.437499","2025-02-22 23:54:57.61145","TP:0.07%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
628,"agent6_top_avg_vol","25.8602","26.1041","681.4261","4440","4210.9031","3014.0132","3363.6579","23.8156","GME","VVR","2025-02-22 21:13:20.058632","2025-02-22 21:15:14.90274","TP:0.03%, Market:nyse, perc to select symbol of sector:20.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
108,"agent2_symb_rnd","25.8165","32.6669","1067.127","1000","1258.1649","734.9079","839.7368","25.256","ING","KPN","2025-02-22 14:41:22.324994","2025-02-22 14:41:50.648335","TP:0.03%, Market:european, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.03% TP."
454,"agent8_symb_rnd","25.7574","27.8897","777.8332","1000","1257.574","200.7237","305.3289","70.8443","USIO","XRAY","2025-02-22 17:00:00.845895","2025-02-22 17:00:16.657055","Agent8 (TSL, Random), Market:nasdaq, alpha:0.15, beta:0.1. Uses TSL with 100 randomly selected symbols."
551,"agent6_top_avg_vol","25.7411","26.4334","698.727","9520","6942.0217","2488.3684","3071.1447","41.5503","AMRN","CSQ","2025-02-22 18:29:42.599221","2025-02-22 18:31:43.651869","TP:0.07%, Market:nasdaq, perc to select symbol of sector:30.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
839,"agent5_top_avg_vol","25.6577","24.9739","623.6934","3000","3769.7311","1355.6316","1669.1711","43.134","OCGN","PEP","2025-02-23 00:37:11.693349","2025-02-23 00:38:08.802787","TP:0.07%, Market:nasdaq, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
213,"agent3_symb_rnd","25.5627","26.3858","696.2114","1000","1255.6273","839.9342","944.1974","24.1265","SKE","MIY","2025-02-22 15:40:21.218565","2025-02-22 15:41:38.855008","TP:0.03%, Market:nyse, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.03% TP, using 100 randomly selected symbols."
135,"agent3_top_avg_vol","25.5436","28.3953","806.2922","1000","1255.4363","357.6184","462.4605","51.934","OCGN","WBA","2025-02-22 14:54:59.351853","2025-02-22 14:55:27.798598","TP:0.09%, Market:nasdaq, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.09% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
